Cell V Wsyn Sig0T Sig0L A10 Phi a m B L Z A0 RFdef Oct A1
35 55.2 0.15240772579575454 367.6074288153943 27.697992338426253 0.14304629869071347 -76.30872483221476 0.37718120805369126 1.1825503355704698 3.228187919463087 1.6250406952802514 37.09160530135631 1.0 0.0 0.0 0.0
36 55.2 0.16032626794116492 366.6524784847617 28.139904309379574 0.14790410533191986 -75.90604026845638 0.37651006711409396 1.1879194630872483 3.2348993288590604 1.6675423788523875 38.7591476802087 1.0 0.0 0.0 0.0
37 55.2 0.16848858925740978 365.70727361294837 28.569776541381756 0.15273073463944029 -75.50335570469798 0.37583892617449666 1.193288590604027 3.2416107382550337 1.7103027017249777 40.469450381933676 1.0 0.0 0.0 0.0
38 55.2 0.17689161080975055 364.77168998329887 28.987965696717612 0.1575247774864577 -75.1006711409396 0.37516778523489935 1.1986577181208053 3.248322147651007 1.7532871675582689 42.222737549491946 1.0 0.0 0.0 0.0
39 55.2 0.18553216778934095 363.8456056275403 29.394824339652715 0.16228513851754894 -74.69798657718121 0.37449664429530205 1.204026845637584 3.2550335570469797 1.7964639604109685 44.01920150990291 1.0 0.0 0.0 0.0
40 55.2 0.1944070247949285 362.9289007761982 29.79069822207518 0.16701098955251112 -74.29530201342281 0.3738255033557047 1.2093959731543624 3.261744966442953 1.8398037566881464 45.85900526659106 1.0 0.0 0.0 0.0
41 55.2 0.20351288882640806 362.02145781032897 30.175924230219614 0.17170172854978932 -73.89261744966443 0.3731543624161074 1.214765100671141 3.2684563758389262 1.883279541463888 47.74228480805495 1.0 0.0 0.0 0.0
42 55.2 0.2128464202815233 361.1231612145306 30.55082888419767 0.1763569437689892 -73.48993288590604 0.3724832214765101 1.2201342281879195 3.2751677852348995 1.9268664316194224 49.66915123967437 1.0 0.0 0.0 0.0
43 55.2 0.22240424222225522 360.2338975311907 30.915727293291848 0.18097638269707142 -73.08724832214764 0.3718120805369128 1.225503355704698 3.2818791946308723 1.970541507448197 51.63969274712257 1.0 0.0 0.0 0.0
44 55.2 0.23218294815099966 359.3535553159337 31.270922481987064 0.18555992527079576 -72.68456375838926 0.3711409395973154 1.2308724832214766 3.2885906040268456 2.01428365376518 53.65397640088775 1.0 0.0 0.0 0.0
45 55.2 0.24217910851013952 358.4820250942335 31.616705013552327 0.19010756092530237 -72.28187919463087 0.3704697986577181 1.236241610738255 3.295302013422819 2.0580734110730123 55.71204981196076 1.0 0.0 0.0 0.0
46 55.2 0.25238927609314993 357.61919931915304 31.95335284913055 0.1946193690159386 -71.87919463087249 0.3697986577181208 1.2416107382550337 3.302013422818792 2.10189283699029 57.81394264895105 1.0 0.0 0.0 0.0
47 55.2 0.262809990531551 356.7649723301794 32.28113139033558 0.19909550218879665 -71.47651006711409 0.3691275167785235 1.246979865771812 3.3087248322147653 2.1457253778453733 59.95966802679642 1.0 0.0 0.0 0.0
48 55.2 0.27343778200026186 355.9192403131198 32.60029366234427 0.20353617231166105 -71.0738255033557 0.3684563758389262 1.2523489932885905 3.315436241610738 2.189555750183277 62.149223776979696 1.0 0.0 0.0 0.0
49 55.2 0.28426917426428966 355.0819012610283 32.91108060217381 0.20794163861479076 -70.67114093959731 0.36778523489932885 1.2577181208053692 3.3221476510067114 2.233369831764053 64.38259360874375 1.0 0.0 0.0 0.0
50 55.2 0.2953006871722728 354.2528549361311 33.213721423506854 0.21231219773001225 -70.26845637583892 0.36711409395973155 1.2630872483221478 3.3288590604026846 2.2771545615724587 66.6597481703162 1.0 0.0 0.0 0.0
51 55.2 0.30652883868704384 353.432002832723 33.50843403498738 0.21664817535321154 -69.86577181208054 0.36644295302013424 1.2684563758389262 3.335570469798658 2.3208978482738902 68.9806460185901 1.0 0.0 0.0 0.0
52 55.2 0.3179501465300148 352.61924814100325 33.79542549365366 0.220949919290756 -69.46308724832215 0.36577181208053694 1.2738255033557047 3.3422818791946307 2.36458848657925 71.34523450516934 1.0 0.0 0.0 0.0
53 55.2 0.3295611295045533 351.8144957118266 34.074892478977105 0.22521779368110595 -69.06040268456375 0.3651006711409396 1.2791946308724833 3.348993288590604 2.408216080909993 73.75345058607934 1.0 0.0 0.0 0.0
54 55.2 0.3413583085535174 351.01765202234066 34.34702177622406 0.22945217421214198 -68.65771812080537 0.3644295302013423 1.2845637583892617 3.3557046979865772 2.451770975815711 76.20522156189504 1.0 0.0 0.0 0.0
55 55.2 0.35333820759752615 350.2286251424842 34.61199076044135 0.23365344417984202 -68.25503355704699 0.363758389261745 1.2899328859060404 3.3624161073825505 2.495244192603776 78.70046575449882 1.0 0.0 0.0 0.0
56 55.2 0.36549735419318047 349.44732470232213 34.869967874453664 0.23782199125593528 -67.85234899328859 0.36308724832214767 1.2953020134228188 3.3691275167785237 2.5386273716454952 81.23909312614431 1.0 0.0 0.0 0.0
57 55.2 0.377832280044194 348.67366186019234 35.12111309599047 0.24195820485201894 -67.4496644295302 0.36241610738255037 1.3006711409395972 3.3758389261744965 2.581912719887335 83.82100584603165 1.0 0.0 0.0 0.0
58 55.2 0.3903395213930552 347.90754927164085 35.365578390380115 0.246062473983978 -67.04697986577182 0.361744966442953 1.3060402684563759 3.38255033557047 2.6250929630900024 86.44609880912165 1.0 0.0 0.0 0.0
59 55.2 0.40301561931633495 347.1489010591243 35.60350814636068 0.25013518555554154 -66.64429530201342 0.3610738255033557 1.3114093959731543 3.389261744966443 2.668161302391178 89.11426011151283 1.0 0.0 0.0 0.0
60 55.2 0.4158571199429232 346.397632782455 35.835039593375924 0.2541767229918767 -66.24161073825503 0.3604026845637584 1.316778523489933 3.395973154362416 2.711111374787193 91.82537148630003 1.0 0.0 0.0 0.0
61 55.2 0.42886057461125154 345.6536614099714 36.06030319940243 0.2581874651649963 -65.83892617449665 0.3597315436241611 1.3221476510067114 3.402684563758389 2.753937217180046 94.57930870348008 1.0 0.0 0.0 0.0
62 55.2 0.4420225399788309 344.9169052904094 36.279423048857005 0.2621677855617236 -65.43624161073825 0.35906040268456374 1.32751677852349 3.4093959731543624 2.796633233654115 97.3759419371342 1.0 0.0 0.0 0.0
63 55.2 0.4553395780951448 344.1872841254575 36.49251720053569 0.26611805165285785 -65.03355704697987 0.35838926174496644 1.3328859060402685 3.4161073825503356 2.839194165693194 100.2151361028274 1.0 0.0 0.0 0.0
64 55.2 0.468808256447003 343.4647189429765 36.69969802581245 0.2700386244285063 -64.63087248322148 0.35771812080536913 1.3382550335570471 3.422818791946309 2.881615065049797 103.0967511678772 1.0 0.0 0.0 0.0
65 55.2 0.48242514798384717 342.7491320708635 36.90107252756234 0.273929858070398 -64.2281879194631 0.35704697986577183 1.3436241610738255 3.4295302013422817 2.9238912690331014 106.02064243691031 1.0 0.0 0.0 0.0
66 55.2 0.49618683112913514 342.0404471115434 37.09674264040978 0.2777920997364281 -63.8255033557047 0.3563758389261745 1.348993288590604 3.436241610738255 2.9660183779757987 108.98666081488611 1.0 0.0 0.0 0.0
67 55.2 0.5100898897827973 341.3385889170715 37.28680551302589 0.28162568943688115 -63.422818791946305 0.35570469798657717 1.3543624161073826 3.442953020134228 3.007992234683913 111.99465304957002 1.0 0.0 0.0 0.0
68 55.2 0.5241309133188078 340.643483564828 37.471353773263125 0.28543095998507884 -63.02013422818791 0.35503355704697986 1.359731543624161 3.4496644295302015 3.04980890568775 115.04446195525777 1.0 0.0 0.0 0.0
69 55.2 0.5383064965811124 339.95505833379053 37.65047577694687 0.2892082370078858 -62.61744966442953 0.35436241610738256 1.3651006711409397 3.4563758389261743 3.0914646641101475 118.13592661936792 1.0 0.0 0.0 0.0
70 55.2 0.5526132398805025 339.2732416813674 37.82425584117956 0.29295783900416905 -62.214765100671144 0.35369127516778526 1.3704697986577181 3.4630872483221475 3.132955974017956 121.26888259338588 1.0 0.0 0.0 0.0
71 55.2 0.5670477489944682 338.59796322077653 37.99277446300238 0.29668007744114633 -61.81208053691275 0.3530201342281879 1.3758389261744965 3.469798657718121 3.1742794761165443 124.44316206950242 1.0 0.0 0.0 0.0
72 55.2 0.5816066351716067 337.92915369895564 38.156108524243486 0.30037525688018146 -61.40939597315436 0.3523489932885906 1.3812080536912752 3.476510067114094 3.2154319746501963 127.65859404415262 1.0 0.0 0.0 0.0
73 55.2 0.5962865151417873 337.2667449749896 38.31433148337657 0.30404367512525465 -61.006711409395976 0.3516778523489933 1.3865771812080538 3.4832214765100673 3.2564104254153254 130.91500446956795 1.0 0.0 0.0 0.0
74 55.2 0.611084011132959 336.6106699990402 38.46751355516975 0.3076856233882832 -60.604026845637584 0.351006711409396 1.3919463087248323 3.48993288590604 3.297211924771665 134.2122163943396 1.0 0.0 0.0 0.0
75 55.2 0.6259957508952307 335.960862791765 38.61572187888222 0.31130138646661926 -60.20134228187919 0.3503355704697987 1.3973154362416107 3.4966442953020134 3.33783369956547 137.55005009390507 1.0 0.0 0.0 0.0
76 55.2 0.6410183677326462 335.3172584242131 38.759020675728465 0.31489124292886106 -59.7986577181208 0.3496644295302013 1.4026845637583893 3.5033557046979866 3.378273097883772 140.92832319178885 1.0 0.0 0.0 0.0
77 55.2 0.656148500542899 334.67979299818415 38.89747139629107 0.31845546530578034 -59.39597315436241 0.348993288590604 1.4080536912751678 3.51006711409396 3.418527580560661 144.3468507723495 1.0 0.0 0.0 0.0
78 55.2 0.6713827938650997 334.0484036270388 39.03113285852813 0.3219943202838027 -58.993288590604024 0.3483221476510067 1.4134228187919464 3.5167785234899327 3.458594713369372 147.80544548571888 1.0 0.0 0.0 0.0
79 55.2 0.6867178979355918 333.4230284169488 39.160061376984764 0.32550806889898404 -58.59060402684564 0.3476510067114094 1.4187919463087248 3.523489932885906 3.498472159843197 151.30391764556208 1.0 0.0 0.0 0.0
80 55.2 0.702150468751725 332.80360644857444 39.28431088377804 0.32899696672978285 -58.18791946308725 0.34697986577181206 1.4241610738255033 3.530201342281879 3.5381576746651078 154.8420753202272 1.0 0.0 0.0 0.0
81 55.2 0.7176771681434232 332.19007775915924 39.40393304189079 0.3324612640873022 -57.785234899328856 0.34630872483221475 1.429530201342282 3.5369127516778525 3.577649097575685 158.41972441780288 1.0 0.0 0.0 0.0
82 55.2 0.7332946638523303 331.5823833250303 39.51897735127659 0.33590120620198227 -57.38255033557047 0.34563758389261745 1.4348993288590604 3.5436241610738257 3.6169443477566334 162.0366687655595 1.0 0.0 0.0 0.0
83 55.2 0.7489996296182773 330.98046504449377 39.629491248244605 0.33931703340595454 -56.97986577181208 0.34496644295302015 1.440268456375839 3.5503355704697985 3.656041418651439 165.69271018421094 1.0 0.0 0.0 0.0
84 55.2 0.7647887452727777 330.3842657211159 39.735520198558426 0.3427089813104087 -56.577181208053695 0.34429530201342284 1.4456375838926174 3.557046979865772 3.6949383731780068 169.38764855738896 1.0 0.0 0.0 0.0
85 55.2 0.7806586968392417 329.7937290473785 39.837107784657285 0.3460772809775561 -56.1744966442953 0.34362416107382554 1.4510067114093959 3.563758389261745 3.7336333393031222 173.12128189669207 1.0 0.0 0.0 0.0
86 55.2 0.7966061766395818 329.20879958870034 39.934295787380606 0.3494221590869177 -55.77181208053692 0.3429530201342282 1.4563758389261745 3.570469798657718 3.772124505955468 176.89340640264754 1.0 0.0 0.0 0.0
87 55.2 0.8126278834068726 328.62942276781484 40.027124262543346 0.3527438380956542 -55.36912751677852 0.3422818791946309 1.4617449664429532 3.577181208053691 3.810410119232855 180.70381652188038 1.0 0.0 0.0 0.0
88 55.2 0.8287205224037275 328.0555448494947 40.11563161269535 0.3560425363929264 -54.966442953020135 0.3416107382550336 1.4671140939597316 3.5838926174496644 3.84848847889665 184.55230500077704 1.0 0.0 0.0 0.0
89 55.2 0.8448808055460478 327.4871129256149 40.19985465436447 0.35931846844816934 -54.56375838926174 0.3409395973154362 1.47248322147651 3.5906040268456376 3.886357935115084 188.43866293589213 1.0 0.0 0.0 0.0
90 55.2 0.8611054515318106 326.92407490054495 40.27982868106907 0.36257184495335787 -54.16107382550335 0.3402684563758389 1.4778523489932887 3.597315436241611 3.924016885444604 192.36267982133674 1.0 0.0 0.0 0.0
91 55.2 0.8773911859745596 326.36637947686404 40.355587522360466 0.3658028729592978 -53.758389261744966 0.3395973154362416 1.483221476510067 3.604026845637584 3.961463772024151 196.3241435933609 1.0 0.0 0.0 0.0
92 55.2 0.8937347415412759 325.81397614138723 40.42716359913996 0.3690117560060761 -53.355704697986575 0.3389261744966443 1.4885906040268457 3.610738255033557 3.9986970789694998 200.32284067233041 1.0 0.0 0.0 0.0
93 55.2 0.9101328580943104 325.26681515150005 40.494587975474666 0.3721986942477737 -52.95302013422819 0.338255033557047 1.4939597315436242 3.61744966442953 4.03571532994618 204.3585560022766 1.0 0.0 0.0 0.0
94 55.2 0.9265822828370722 324.7248475217882 40.557890407122684 0.3753638845716227 -52.5503355704698 0.33758389261744964 1.4993288590604026 3.6241610738255035 4.072517085911798 208.43107308818838 1.0 0.0 0.0 0.0
95 55.2 0.943079770463175 324.1880250109603 40.617099386961215 0.37850752071177507 -52.14765100671141 0.33691275167785234 1.5046979865771812 3.6308724832214763 4.109100943013282 212.54017403120167 1.0 0.0 0.0 0.0
96 55.2 0.9596220833087583 323.65630010905227 40.672242187495925 0.3816297933578381 -51.74496644295302 0.33624161073825504 1.5100671140939599 3.6375838926174495 4.145465530621444 216.6856395618231 1.0 0.0 0.0 0.0
97 55.2 0.9762059915077069 323.1296260249094 40.72334490062013 0.3847308902584135 -51.34228187919463 0.33557046979865773 1.5154362416107383 3.6442953020134228 4.181609509501285 220.86724907132438 1.0 0.0 0.0 0.0
98 55.2 0.9928282731495098 322.60795667393694 40.77043247477627 0.38781099631980326 -50.939597315436245 0.3348993288590604 1.5208053691275167 3.651006711409396 4.217531570101762 225.08478064142614 1.0 0.0 0.0 0.0
99 55.2 1.0094857144395042 322.0912466661149 40.81352874966146 0.39087029370006937 -50.536912751677846 0.33422818791946307 1.5261744966442954 3.6577181208053693 4.25323043095266 229.3380110723788 1.0 0.0 0.0 0.0
100 55.2 1.0261751098612686 321.57945129426884 40.85265648861082 0.3939089618986841 -50.13422818791946 0.33355704697986577 1.531543624161074 3.6644295302013425 4.288704837169682 233.6267159095485 1.0 0.0 0.0 0.0
101 55.2 1.0428932623409357 321.07252652259115 40.887837408778665 0.39692717784192877 -49.73154362416107 0.33288590604026846 1.5369127516778525 3.6711409395973154 4.3239535590521205 237.9506694686006 1.0 0.0 0.0 0.0
102 55.2 1.0596369834132104 320.57042897540725 40.919092209230016 0.39992511596424657 -49.328859060402685 0.33221476510067116 1.542281879194631 3.6778523489932886 4.358975390767516 242.30964485936812 1.0 0.0 0.0 0.0
103 55.2 1.076403093388885 320.0731159261797 40.9464405970466 0.4029029482857373 -48.92617449664429 0.33154362416107386 1.5476510067114093 3.684563758389262 4.393769149118855 246.703414008487 1.0 0.0 0.0 0.0
104 55.2 1.09318842152366 319.5805452867459 40.96990131154204 0.4058608444859712 -48.52348993288591 0.3308724832214765 1.553020134228188 3.6912751677852347 4.428333672385901 251.13174768087288 1.0 0.0 0.0 0.0
105 55.2 1.1099898061880833 319.09267559678244 40.98949214667481 0.40879897197431225 -48.12080536912752 0.3302013422818792 1.5583892617449666 3.697986577181208 4.462667819238458 255.59441550011132 1.0 0.0 0.0 0.0
106 55.2 1.1268040950384346 318.60946601349184 41.00522997173803 0.4117174959568894 -47.718120805369125 0.3295302013422819 1.563758389261745 3.704697986577181 4.496770467708843 260.0911859678202 1.0 0.0 0.0 0.0
107 55.2 1.1436281451883905 318.1308763015054 41.01713075040233 0.41461657950043546 -47.31543624161074 0.32885906040268453 1.5691275167785235 3.7114093959731544 4.5306405142323065 264.6218264820525 1.0 0.0 0.0 0.0
108 55.2 1.1604588233813131 317.65686682299827 41.02520955817609 0.4174963835930802 -46.91275167785235 0.32818791946308723 1.574496644295302 3.7181208053691277 4.564276872732851 269.18610335478536 1.0 0.0 0.0 0.0
109 55.2 1.1772930061630154 317.18739852801065 41.029480598348194 0.4203570672023276 -46.510067114093964 0.3275167785234899 1.5798657718120805 3.7248322147651005 4.597678473770999 273.78378182855636 1.0 0.0 0.0 0.0
110 55.2 1.1941275800548654 316.72243294497116 41.0299572164658 0.4231987873302925 -46.107382550335565 0.3268456375838926 1.5852348993288592 3.7315436241610738 4.630844263731116 278.41462609228745 1.0 0.0 0.0 0.0
